Prefetcher	Size	Hops	Start	End	Vertices Requested	Vertices Evicted	Cache Hits	Cache Misses	Total Runtime	Total DB time	DB calls
Lookahead	200	100	114642	115866	12086	0	12085	1	6049457037	1683374293	201
Null Prefetcher	0	100	114642	115866	12086	0	7186	4900	10964889201	10505752159	4900
Null Prefetcher	0	100	114642	115866	12086	0	7186	4900	10793514306	10346782647	4900
Null Prefetcher	0	100	114642	115866	12086	0	7186	4900	10779705089	10325233594	4900
Null Prefetcher	0	100	114642	115866	12086	0	7186	4900	10866598716	10403553924	4900
Null Prefetcher	0	100	114642	115866	12086	0	7186	4900	10427137074	9944630633	4900
Block	100	100	114642	115866	12086	0	7268	4818	207824953881	206932228943	4818
Block	100	100	114642	115866	12086	0	7268	4818	210846930762	209958095909	4818
Block	100	100	114642	115866	12086	0	7268	4818	214555780234	213619033104	4818
Block	100	100	114642	115866	12086	0	7268	4818	211808330524	210931255812	4818
Block	100	100	114642	115866	12086	0	7268	4818	217600545980	216704777903	4818
Block	1000	100	114642	115866	12086	0	9443	2643	118861538302	118246219342	2643
Block	1000	100	114642	115866	12086	0	9443	2643	116735697036	116122991581	2643
Block	1000	100	114642	115866	12086	0	9443	2643	117885734432	117267656929	2643
Block	1000	100	114642	115866	12086	0	9443	2643	117102459389	116486037501	2643
Block	1000	100	114642	115866	12086	0	9443	2643	116127281282	115510397683	2643
Block	5000	100	114642	115866	12086	0	11569	517	23965425490	23507973217	517
Block	5000	100	114642	115866	12086	0	11569	517	23091408298	22598491384	517
Block	5000	100	114642	115866	12086	0	11569	517	25233075864	24750109077	517
Block	5000	100	114642	115866	12086	0	11569	517	23205475638	22737622005	517
Block	5000	100	114642	115866	12086	0	11569	517	22744897320	22292813988	517
Block	10000	100	114642	115866	12086	0	11872	214	10089213097	9427745635	214
Block	10000	100	114642	115866	12086	0	11872	214	12438053608	11799563629	214
Block	10000	100	114642	115866	12086	0	11872	214	10342676128	9691908824	214
Block	10000	100	114642	115866	12086	0	11872	214	10233656475	9570601065	214
Block	10000	100	114642	115866	12086	0	11872	214	10269965539	9612727113	214
Block	15000	100	114642	115866	12086	0	11960	126	6926314297	6076766755	126
Block	15000	100	114642	115866	12086	0	11960	126	6834616696	6010521415	126
Block	15000	100	114642	115866	12086	0	11960	126	6749524916	5875048136	126
Block	15000	100	114642	115866	12086	0	11960	126	6711734329	5802928343	126
Block	15000	100	114642	115866	12086	0	11960	126	6719876417	5887636005	126
Block	20000	100	114642	115866	12086	0	12006	80	5577256079	4476423650	80
Block	20000	100	114642	115866	12086	0	12006	80	5539349223	4397772850	80
Block	20000	100	114642	115866	12086	0	12006	80	5012367973	3997769339	80
Block	20000	100	114642	115866	12086	0	12006	80	5273766562	4171154539	80
Block	20000	100	114642	115866	12086	0	12006	80	5435323874	4320825394	80
