50685-58->54879
248854-54->133183
92938-59->108473
CTE Lookahead	1	50685	54879	7197	0	7193	4	2061414327	885554265	204
CTE Lookahead	2	50685	54879	7197	0	7193	4	1686144746	727479047	204
CTE Lookahead	3	50685	54879	7197	0	7193	4	1728834893	756091634	204
CTE Lookahead	4	50685	54879	7197	0	7193	4	1644391612	735623676	204
CTE Lookahead	5	50685	54879	7197	0	7193	4	1724622928	774547355	204
CTE Lookahead	6	50685	54879	7197	0	7193	4	1694272987	722801917	204
CTE Lookahead	7	50685	54879	7197	0	7193	4	1774149881	759286054	204
CTE Lookahead	8	50685	54879	7197	0	7193	4	1970392892	832837861	204
CTE Lookahead	9	50685	54879	7197	0	7193	4	2348761818	1030068475	204
CTE Lookahead	10	50685	54879	7197	0	7193	4	1965849406	896660841	204
Lookahead	1	50685	54879	7197	0	7193	4	1968900188	850099857	204
Lookahead	16	50685	54879	7197	0	7193	4	1772660073	783382333	204
Lookahead	31	50685	54879	7197	0	7193	4	1798567659	787441833	204
Lookahead	46	50685	54879	7197	0	7193	4	1701105985	748674987	204
Lookahead	61	50685	54879	7197	0	7193	4	1814185484	806111405	204
Lookahead	76	50685	54879	7197	0	7193	4	1743905155	757317340	204
Lookahead	91	50685	54879	7197	0	7193	4	1605932348	727968420	204
Lookahead	106	50685	54879	7197	0	7193	4	1694237246	750852559	204
Lookahead	121	50685	54879	7197	0	7193	4	1619389279	735161152	204
Lookahead	136	50685	54879	7197	0	7193	4	1554440424	667728771	204
Null Prefetcher	0	50685	54879	7197	0	7193	4	1595309307	664377041	204
Block	1	50685	54879	7197	0	7193	4	1776127800	782159448	204
Block	10	50685	54879	7197	0	7193	4	1618301623	698468615	204
Block	50	50685	54879	7197	0	7193	4	1798758635	814001537	204
Block	100	50685	54879	7197	0	7193	4	1640887849	669670722	204
Block	250	50685	54879	7197	0	7193	4	1811431033	848536205	204
Block	500	50685	54879	7197	0	7193	4	1729930084	799954818	204
Block	1000	50685	54879	7197	0	7193	4	1528277342	657299010	204
Block	5000	50685	54879	7197	0	7193	4	1691553583	731855989	204
Block	10000	50685	54879	7197	0	7193	4	1648605081	734605256	204
Block	20000	50685	54879	7197	0	7193	4	1670313255	716163350	204
Block	50000	50685	54879	7197	0	7193	4	1597249903	694645853	204
Block	100000	50685	54879	7197	0	7193	4	1632681308	714526093	204
CTE Lookahead	1	248854	133183	7382	0	7380	2	1424796132	558014946	102
CTE Lookahead	2	248854	133183	7382	0	7380	2	1346321162	489687027	102
CTE Lookahead	3	248854	133183	7382	0	7380	2	1347645259	482815006	102
CTE Lookahead	4	248854	133183	7382	0	7380	2	1240092730	427058307	102
CTE Lookahead	5	248854	133183	7382	0	7380	2	1337784943	470468564	102
CTE Lookahead	6	248854	133183	7382	0	7380	2	1189551306	415762770	102
CTE Lookahead	7	248854	133183	7382	0	7380	2	1163020831	396949591	102
CTE Lookahead	8	248854	133183	7382	0	7380	2	1231793147	461075726	102
CTE Lookahead	9	248854	133183	7382	0	7380	2	1197063361	421718633	102
CTE Lookahead	10	248854	133183	7382	0	7380	2	1231878722	433800006	102
Lookahead	1	248854	133183	7382	0	7380	2	1286191269	461258994	102
Lookahead	16	248854	133183	7382	0	7380	2	1222090787	437455998	102
Lookahead	31	248854	133183	7382	0	7380	2	1177883787	406044084	102
Lookahead	46	248854	133183	7382	0	7380	2	1150238195	409295575	102
Lookahead	61	248854	133183	7382	0	7380	2	1178325774	416292811	102
Lookahead	76	248854	133183	7382	0	7380	2	1363877277	506336274	102
Lookahead	91	248854	133183	7382	0	7380	2	1436636388	478904423	102
Lookahead	106	248854	133183	7382	0	7380	2	1378121858	527103634	102
Lookahead	121	248854	133183	7382	0	7380	2	1228523565	445385378	102
Lookahead	136	248854	133183	7382	0	7380	2	1180249524	436339742	102
Null Prefetcher	0	248854	133183	7382	0	7380	2	1334280686	456460315	102
Block	1	248854	133183	7382	0	7380	2	1220470841	434313683	102
Block	10	248854	133183	7382	0	7380	2	1334677858	432194747	102
Block	50	248854	133183	7382	0	7380	2	1240097622	446915271	102
Block	100	248854	133183	7382	0	7380	2	1311237192	473945034	102
Block	250	248854	133183	7382	0	7380	2	1276341149	477920819	102
Block	500	248854	133183	7382	0	7380	2	1286810125	482476144	102
Block	1000	248854	133183	7382	0	7380	2	1358219381	519578875	102
Block	5000	248854	133183	7382	0	7380	2	1345823791	493424310	102
Block	10000	248854	133183	7382	0	7380	2	1262591228	463288821	102
Block	20000	248854	133183	7382	0	7380	2	1211472452	431864587	102
Block	50000	248854	133183	7382	0	7380	2	1206832879	458000327	102
Block	100000	248854	133183	7382	0	7380	2	1279724178	478969153	102
CTE Lookahead	1	92938	108473	9985	0	9980	5	1673184402	949260795	255
CTE Lookahead	2	92938	108473	9985	0	9980	5	1613754644	885335977	255
CTE Lookahead	3	92938	108473	9985	0	9980	5	1492482738	777389100	255
CTE Lookahead	4	92938	108473	9985	0	9980	5	1478424750	775206824	255
CTE Lookahead	5	92938	108473	9985	0	9980	5	1471241091	819930918	255
CTE Lookahead	6	92938	108473	9985	0	9980	5	1571023891	834415531	255
CTE Lookahead	7	92938	108473	9985	0	9980	5	1464308859	805944529	255
CTE Lookahead	8	92938	108473	9985	0	9980	5	1335672865	699142161	255
CTE Lookahead	9	92938	108473	9985	0	9980	5	1307612414	708704030	255
CTE Lookahead	10	92938	108473	9985	0	9980	5	1453167755	781904490	255
Lookahead	1	92938	108473	9985	0	9980	5	1618588540	900013970	255
Lookahead	16	92938	108473	9985	0	9980	5	1504230338	796165254	255
Lookahead	31	92938	108473	9985	0	9980	5	1478812825	768331280	255
Lookahead	46	92938	108473	9985	0	9980	5	1584427447	822446699	255
Lookahead	61	92938	108473	9985	0	9980	5	1443392676	776623696	255
Lookahead	76	92938	108473	9985	0	9980	5	1404010159	748595384	255
Lookahead	91	92938	108473	9985	0	9980	5	1434059089	758070812	255
Lookahead	106	92938	108473	9985	0	9980	5	1566923354	834465811	255
Lookahead	121	92938	108473	9985	0	9980	5	1411639563	758806559	255
Lookahead	136	92938	108473	9985	0	9980	5	1527233733	819608490	255
Null Prefetcher	0	92938	108473	9985	0	9980	5	1606172919	857408403	255
Block	1	92938	108473	9985	0	9980	5	1563979150	835063096	255
Block	10	92938	108473	9985	0	9980	5	1626979902	885817791	255
Block	50	92938	108473	9985	0	9980	5	1530131510	861502451	255
Block	100	92938	108473	9985	0	9980	5	1507004343	847007432	255
Block	250	92938	108473	9985	0	9980	5	1492275129	808765125	255
Block	500	92938	108473	9985	0	9980	5	1555153798	843376114	255
Block	1000	92938	108473	9985	0	9980	5	1623971559	858280104	255
Block	5000	92938	108473	9985	0	9980	5	1500731669	792482251	255
Block	10000	92938	108473	9985	0	9980	5	1616619413	900437796	255
Block	20000	92938	108473	9985	0	9980	5	1616569274	870403257	255
Block	50000	92938	108473	9985	0	9980	5	1337236590	733470796	255
Block	100000	92938	108473	9985	0	9980	5	1358949762	716238260	255
